layer,geoid,topic,stratification,period,value
Zip code,54986,FVDEYLCV,K41,2024-2025,82
Zip code,54986,FVDEYLCV,KIN2,2024-2025,110
Zip code,54986,FVDEYLCV,MAL15,2024-2025,861
Zip code,54986,FVDEYLCV,NOT2,2024-2025,1556
Zip code,54986,FVDEYLCV,NOT3,2024-2025,1365
Zip code,54986,FVDEYLCV,NOT4,2024-2025,1740
Zip code,54986,FVDEYLCV,OTH52,2024-2025,33
Zip code,54986,FVDEYLCV,P,2024-2025,4
Zip code,54986,FVDEYLCV,P1,2024-2025,1
Zip code,54986,FVDEYLCV,PK1,2024-2025,13
Zip code,54986,FVDEYLCV,Q,2024-2025,41
Zip code,54986,FVDEYLCV,SIG1,2024-2025,15
Zip code,54986,FVDEYLCV,SPE2,2024-2025,36
Zip code,54986,FVDEYLCV,SPE3,2024-2025,51
Zip code,54986,FVDEYLCV,SWD1,2024-2025,184
Zip code,54986,FVDEYLCV,SWO1,2024-2025,1556
Zip code,54986,FVDEYLCV,UNK2,2024-2025,33
Zip code,54986,FVDEYLCV,UNK3,2024-2025,19
Zip code,54986,FVDEYLCV,UNK7,2024-2025,19
Zip code,54986,FVDEYLCV,W,2024-2025,1633
Zip code,54986,FVDEYLCV,X1012,2024-2025,107
Zip code,54986,FVDEYLCV,X113,2024-2025,150
Zip code,54986,FVDEYLCV,X1210,2024-2025,116
Zip code,54986,FVDEYLCV,X1S2,2024-2025,113
Zip code,54986,FVDEYLCV,X2N2,2024-2025,127
Zip code,54986,FVDEYLCV,X3R2,2024-2025,122
Zip code,54986,FVDEYLCV,X4T2,2024-2025,140
Zip code,54986,FVDEYLCV,X5T3,2024-2025,116
Zip code,54986,FVDEYLCV,X6T3,2024-2025,137
Zip code,54986,FVDEYLCV,X7T2,2024-2025,144
Zip code,54986,FVDEYLCV,X8T2,2024-2025,130
Zip code,54986,FVDEYLCV,X9T3,2024-2025,133
