layer,geoid,topic,stratification,period,value,type
Zip code,54956,FDEWVAR,X7T2,2023-2024,83,Zipcode-Removal
Zip code,54956,FDEWVAR,X8T2,2023-2024,76,Zipcode-Removal
Zip code,54956,FDEWVAR,X9T3,2023-2024,50,Zipcode-Removal
Zip code,54963,FDEWVAR,,2023-2024,83,Zipcode-Removal
Zip code,54963,FDEWVAR,ECO1,2023-2024,38,Zipcode-Removal
Zip code,54963,FDEWVAR,ENG3,2023-2024,11,Zipcode-Removal
Zip code,54963,FDEWVAR,FEM3,2023-2024,23,Zipcode-Removal
Zip code,54963,FDEWVAR,H,2023-2024,3,Zipcode-Removal
Zip code,54963,FDEWVAR,KIN2,2023-2024,8,Zipcode-Removal
Zip code,54963,FDEWVAR,MAL15,2023-2024,60,Zipcode-Removal
Zip code,54963,FDEWVAR,NOT3,2023-2024,45,Zipcode-Removal
Zip code,54963,FDEWVAR,NOT4,2023-2024,83,Zipcode-Removal
Zip code,54963,FDEWVAR,Q,2023-2024,3,Zipcode-Removal
Zip code,54963,FDEWVAR,SWD1,2023-2024,43,Zipcode-Removal
Zip code,54963,FDEWVAR,SWO1,2023-2024,40,Zipcode-Removal
Zip code,54963,FDEWVAR,UNK2,2023-2024,83,Zipcode-Removal
Zip code,54963,FDEWVAR,UNK4,2023-2024,72,Zipcode-Removal
Zip code,54963,FDEWVAR,UNK5,2023-2024,6,Zipcode-Removal
Zip code,54963,FDEWVAR,W,2023-2024,71,Zipcode-Removal
Zip code,54963,FDEWVAR,X1012,2023-2024,5,Zipcode-Removal
Zip code,54963,FDEWVAR,X113,2023-2024,5,Zipcode-Removal
Zip code,54963,FDEWVAR,X1210,2023-2024,10,Zipcode-Removal
Zip code,54963,FDEWVAR,X1S2,2023-2024,12,Zipcode-Removal
Zip code,54963,FDEWVAR,X3R2,2023-2024,2,Zipcode-Removal
Zip code,54963,FDEWVAR,X5T3,2023-2024,9,Zipcode-Removal
Zip code,54963,FDEWVAR,X6T3,2023-2024,10,Zipcode-Removal
Zip code,54963,FDEWVAR,X7T2,2023-2024,8,Zipcode-Removal
Zip code,54963,FDEWVAR,X8T2,2023-2024,9,Zipcode-Removal
Zip code,54963,FDEWVAR,X9T3,2023-2024,5,Zipcode-Removal
Zip code,54986,FDEWVAR,,2023-2024,12,Zipcode-Removal
Zip code,54986,FDEWVAR,ECO1,2023-2024,10,Zipcode-Removal
Zip code,54986,FDEWVAR,FEM3,2023-2024,3,Zipcode-Removal
Zip code,54986,FDEWVAR,H,2023-2024,1,Zipcode-Removal
Zip code,54986,FDEWVAR,MAL15,2023-2024,9,Zipcode-Removal
Zip code,54986,FDEWVAR,NOT3,2023-2024,2,Zipcode-Removal
Zip code,54986,FDEWVAR,NOT4,2023-2024,12,Zipcode-Removal
Zip code,54986,FDEWVAR,SWD1,2023-2024,5,Zipcode-Removal
Zip code,54986,FDEWVAR,SWO1,2023-2024,7,Zipcode-Removal
Zip code,54986,FDEWVAR,UNK2,2023-2024,12,Zipcode-Removal
Zip code,54986,FDEWVAR,UNK4,2023-2024,12,Zipcode-Removal
Zip code,54986,FDEWVAR,W,2023-2024,11,Zipcode-Removal
Zip code,54986,FDEWVAR,X1012,2023-2024,4,Zipcode-Removal
Zip code,54986,FDEWVAR,X6T3,2023-2024,1,Zipcode-Removal
Zip code,54986,FDEWVAR,X7T2,2023-2024,1,Zipcode-Removal
Zip code,54986,FDEWVAR,X8T2,2023-2024,3,Zipcode-Removal
Zip code,54986,FDEWVAR,X9T3,2023-2024,3,Zipcode-Removal
City or town,5514475,FDEWVAR,,2023-2024,10,City-Removal
City or town,5514475,FDEWVAR,UNK2,2023-2024,10,City-Removal
City or town,5514475,FDEWVAR,SWD1,2023-2024,2,City-Removal
City or town,5514475,FDEWVAR,SWO1,2023-2024,8,City-Removal
City or town,5514475,FDEWVAR,EL1,2023-2024,2,City-Removal
City or town,5514475,FDEWVAR,ENG3,2023-2024,8,City-Removal
City or town,5514475,FDEWVAR,ECO1,2023-2024,8,City-Removal
City or town,5514475,FDEWVAR,NOT3,2023-2024,2,City-Removal
City or town,5514475,FDEWVAR,FEM3,2023-2024,3,City-Removal
City or town,5514475,FDEWVAR,MAL15,2023-2024,7,City-Removal
City or town,5514475,FDEWVAR,X7T2,2023-2024,2,City-Removal
City or town,5514475,FDEWVAR,X8T2,2023-2024,3,City-Removal
City or town,5514475,FDEWVAR,NOT4,2023-2024,10,City-Removal
City or town,5514475,FDEWVAR,H,2023-2024,2,City-Removal
City or town,5514475,FDEWVAR,W,2023-2024,7,City-Removal
City or town,5514475,FDEWVAR,X1012,2023-2024,4,City-Removal
City or town,5514475,FDEWVAR,X1210,2023-2024,1,City-Removal
City or town,5514475,FDEWVAR,UNK5,2023-2024,1,City-Removal
City or town,5502375,FDEWVAR,,2023-2024,882,City-Removal
City or town,5502375,FDEWVAR,UNK2,2023-2024,882,City-Removal
City or town,5502375,FDEWVAR,SWD1,2023-2024,445,City-Removal
City or town,5502375,FDEWVAR,SWO1,2023-2024,427,City-Removal
City or town,5502375,FDEWVAR,ENG3,2023-2024,803,City-Removal
City or town,5502375,FDEWVAR,ECO1,2023-2024,706,City-Removal
City or town,5502375,FDEWVAR,FEM3,2023-2024,277,City-Removal
City or town,5502375,FDEWVAR,MAL15,2023-2024,605,City-Removal
City or town,5502375,FDEWVAR,X1S2,2023-2024,32,City-Removal
City or town,5502375,FDEWVAR,X2N2,2023-2024,22,City-Removal
City or town,5502375,FDEWVAR,X3R2,2023-2024,14,City-Removal
City or town,5502375,FDEWVAR,X4T2,2023-2024,39,City-Removal
City or town,5502375,FDEWVAR,X5T3,2023-2024,48,City-Removal
City or town,5502375,FDEWVAR,NOT4,2023-2024,882,City-Removal
City or town,5502375,FDEWVAR,H,2023-2024,130,City-Removal
City or town,5502375,FDEWVAR,Q,2023-2024,147,City-Removal
City or town,5502375,FDEWVAR,W,2023-2024,408,City-Removal
City or town,5502375,FDEWVAR,UNK5,2023-2024,41,City-Removal
City or town,5502375,FDEWVAR,EL1,2023-2024,62,City-Removal
City or town,5502375,FDEWVAR,NOT3,2023-2024,176,City-Removal
City or town,5502375,FDEWVAR,X6T3,2023-2024,83,City-Removal
City or town,5502375,FDEWVAR,X7T2,2023-2024,110,City-Removal
City or town,5502375,FDEWVAR,KIN2,2023-2024,32,City-Removal
City or town,5502375,FDEWVAR,A,2023-2024,21,City-Removal
City or town,5502375,FDEWVAR,X8T2,2023-2024,161,City-Removal
City or town,5502375,FDEWVAR,UNK4,2023-2024,17,City-Removal
City or town,5502375,FDEWVAR,UNK8,2023-2024,2,City-Removal
City or town,5502375,FDEWVAR,K41,2023-2024,3,City-Removal
City or town,5502375,FDEWVAR,B,2023-2024,131,City-Removal
City or town,5502375,FDEWVAR,X1012,2023-2024,98,City-Removal
City or town,5502375,FDEWVAR,X113,2023-2024,68,City-Removal
City or town,5502375,FDEWVAR,X1210,2023-2024,46,City-Removal
City or town,5502375,FDEWVAR,X9T3,2023-2024,124,City-Removal
City or town,5502375,FDEWVAR,P,2023-2024,4,City-Removal
City or town,5502375,FDEWVAR,UNK6,2023-2024,10,City-Removal
City or town,5534575,FDEWVAR,,2023-2024,7,City-Removal
City or town,5534575,FDEWVAR,UNK2,2023-2024,7,City-Removal
City or town,5534575,FDEWVAR,SWO1,2023-2024,7,City-Removal
City or town,5534575,FDEWVAR,EL1,2023-2024,4,City-Removal
City or town,5534575,FDEWVAR,ENG3,2023-2024,3,City-Removal
City or town,5534575,FDEWVAR,ECO1,2023-2024,1,City-Removal
City or town,5534575,FDEWVAR,NOT3,2023-2024,6,City-Removal
City or town,5534575,FDEWVAR,MAL15,2023-2024,7,City-Removal
City or town,5534575,FDEWVAR,X5T3,2023-2024,1,City-Removal
City or town,5534575,FDEWVAR,X7T2,2023-2024,2,City-Removal
City or town,5534575,FDEWVAR,X8T2,2023-2024,3,City-Removal
City or town,5534575,FDEWVAR,NOT4,2023-2024,7,City-Removal
City or town,5534575,FDEWVAR,W,2023-2024,3,City-Removal
City or town,5534575,FDEWVAR,UNK5,2023-2024,4,City-Removal
City or town,5534575,FDEWVAR,X9T3,2023-2024,1,City-Removal
City or town,5535850,FDEWVAR,,2023-2024,95,City-Removal
City or town,5535850,FDEWVAR,UNK2,2023-2024,95,City-Removal
City or town,5535850,FDEWVAR,SWD1,2023-2024,30,City-Removal
City or town,5535850,FDEWVAR,SWO1,2023-2024,65,City-Removal
City or town,5535850,FDEWVAR,UNK4,2023-2024,75,City-Removal
City or town,5535850,FDEWVAR,ECO1,2023-2024,31,City-Removal
City or town,5535850,FDEWVAR,NOT3,2023-2024,64,City-Removal
City or town,5535850,FDEWVAR,FEM3,2023-2024,19,City-Removal
City or town,5535850,FDEWVAR,MAL15,2023-2024,76,City-Removal
City or town,5535850,FDEWVAR,X2N2,2023-2024,2,City-Removal
City or town,5535850,FDEWVAR,X3R2,2023-2024,6,City-Removal
City or town,5535850,FDEWVAR,X4T2,2023-2024,2,City-Removal
City or town,5535850,FDEWVAR,KIN2,2023-2024,1,City-Removal
City or town,5535850,FDEWVAR,UNK8,2023-2024,7,City-Removal
City or town,5535850,FDEWVAR,NOT4,2023-2024,95,City-Removal
City or town,5535850,FDEWVAR,B,2023-2024,2,City-Removal
City or town,5535850,FDEWVAR,W,2023-2024,89,City-Removal
City or town,5535850,FDEWVAR,X6T3,2023-2024,20,City-Removal
City or town,5535850,FDEWVAR,X7T2,2023-2024,12,City-Removal
City or town,5535850,FDEWVAR,X8T2,2023-2024,14,City-Removal
City or town,5535850,FDEWVAR,UNK5,2023-2024,3,City-Removal
City or town,5535850,FDEWVAR,X5T3,2023-2024,11,City-Removal
City or town,5535850,FDEWVAR,ENG3,2023-2024,20,City-Removal
City or town,5535850,FDEWVAR,X1012,2023-2024,9,City-Removal
City or town,5535850,FDEWVAR,X113,2023-2024,4,City-Removal
City or town,5535850,FDEWVAR,X1210,2023-2024,3,City-Removal
City or town,5535850,FDEWVAR,X9T3,2023-2024,4,City-Removal
City or town,5535850,FDEWVAR,Q,2023-2024,1,City-Removal
City or town,5538800,FDEWVAR,,2023-2024,341,City-Removal
City or town,5538800,FDEWVAR,UNK2,2023-2024,341,City-Removal
City or town,5538800,FDEWVAR,SWD1,2023-2024,198,City-Removal
City or town,5538800,FDEWVAR,SWO1,2023-2024,143,City-Removal
City or town,5538800,FDEWVAR,EL1,2023-2024,19,City-Removal
City or town,5538800,FDEWVAR,ENG3,2023-2024,272,City-Removal
City or town,5538800,FDEWVAR,ECO1,2023-2024,170,City-Removal
City or town,5538800,FDEWVAR,NOT3,2023-2024,171,City-Removal
City or town,5538800,FDEWVAR,FEM3,2023-2024,45,City-Removal
City or town,5538800,FDEWVAR,MAL15,2023-2024,267,City-Removal
City or town,5538800,FDEWVAR,X2N2,2023-2024,14,City-Removal
City or town,5538800,FDEWVAR,X3R2,2023-2024,49,City-Removal
City or town,5538800,FDEWVAR,X4T2,2023-2024,12,City-Removal
City or town,5538800,FDEWVAR,NOT4,2023-2024,341,City-Removal
City or town,5538800,FDEWVAR,H,2023-2024,39,City-Removal
City or town,5538800,FDEWVAR,Q,2023-2024,34,City-Removal
City or town,5538800,FDEWVAR,W,2023-2024,232,City-Removal
City or town,5538800,FDEWVAR,UNK5,2023-2024,32,City-Removal
City or town,5538800,FDEWVAR,UNK4,2023-2024,50,City-Removal
City or town,5538800,FDEWVAR,K41,2023-2024,1,City-Removal
City or town,5538800,FDEWVAR,X1S2,2023-2024,27,City-Removal
City or town,5538800,FDEWVAR,A,2023-2024,4,City-Removal
City or town,5538800,FDEWVAR,UNK7,2023-2024,29,City-Removal
City or town,5538800,FDEWVAR,X5T3,2023-2024,30,City-Removal
City or town,5538800,FDEWVAR,X6T3,2023-2024,32,City-Removal
City or town,5538800,FDEWVAR,X7T2,2023-2024,39,City-Removal
City or town,5538800,FDEWVAR,X8T2,2023-2024,33,City-Removal
City or town,5538800,FDEWVAR,X1012,2023-2024,22,City-Removal
City or town,5538800,FDEWVAR,X113,2023-2024,15,City-Removal
City or town,5538800,FDEWVAR,X1210,2023-2024,5,City-Removal
City or town,5538800,FDEWVAR,X9T3,2023-2024,29,City-Removal
City or town,5538800,FDEWVAR,KIN2,2023-2024,33,City-Removal
City or town,5539650,FDEWVAR,,2023-2024,167,City-Removal
City or town,5539650,FDEWVAR,UNK2,2023-2024,167,City-Removal
City or town,5539650,FDEWVAR,SWD1,2023-2024,82,City-Removal
City or town,5539650,FDEWVAR,SWO1,2023-2024,85,City-Removal
City or town,5539650,FDEWVAR,ENG3,2023-2024,158,City-Removal
City or town,5539650,FDEWVAR,ECO1,2023-2024,70,City-Removal
City or town,5539650,FDEWVAR,NOT3,2023-2024,97,City-Removal
City or town,5539650,FDEWVAR,FEM3,2023-2024,23,City-Removal
City or town,5539650,FDEWVAR,MAL15,2023-2024,130,City-Removal
City or town,5539650,FDEWVAR,X2N2,2023-2024,3,City-Removal
City or town,5539650,FDEWVAR,X3R2,2023-2024,2,City-Removal
City or town,5539650,FDEWVAR,X4T2,2023-2024,6,City-Removal
City or town,5539650,FDEWVAR,KIN2,2023-2024,1,City-Removal
City or town,5539650,FDEWVAR,NOT4,2023-2024,167,City-Removal
City or town,5539650,FDEWVAR,H,2023-2024,18,City-Removal
City or town,5539650,FDEWVAR,W,2023-2024,131,City-Removal
City or town,5539650,FDEWVAR,X5T3,2023-2024,6,City-Removal
City or town,5539650,FDEWVAR,X6T3,2023-2024,4,City-Removal
City or town,5516500,FDEWVAR,,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,UNK2,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,SWD1,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,ENG3,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,ECO1,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,UNK7,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,X1S2,2023-2024,2,City-Removal
City or town,5516500,FDEWVAR,X2N2,2023-2024,1,City-Removal
City or town,5516500,FDEWVAR,NOT4,2023-2024,3,City-Removal
City or town,5516500,FDEWVAR,Q,2023-2024,1,City-Removal
City or town,5516500,FDEWVAR,W,2023-2024,2,City-Removal
City or town,5539650,FDEWVAR,EL1,2023-2024,9,City-Removal
City or town,5539650,FDEWVAR,X7T2,2023-2024,23,City-Removal
City or town,5539650,FDEWVAR,X8T2,2023-2024,36,City-Removal
City or town,5539650,FDEWVAR,A,2023-2024,6,City-Removal
City or town,5539650,FDEWVAR,Q,2023-2024,8,City-Removal
City or town,5539650,FDEWVAR,UNK5,2023-2024,4,City-Removal
City or town,5539650,FDEWVAR,UNK7,2023-2024,14,City-Removal
City or town,5539650,FDEWVAR,X1012,2023-2024,19,City-Removal
City or town,5539650,FDEWVAR,X113,2023-2024,18,City-Removal
City or town,5539650,FDEWVAR,X1210,2023-2024,13,City-Removal
City or town,5539650,FDEWVAR,X9T3,2023-2024,36,City-Removal
City or town,5544950,FDEWVAR,,2023-2024,73,City-Removal
City or town,5544950,FDEWVAR,UNK2,2023-2024,73,City-Removal
City or town,5544950,FDEWVAR,SWD1,2023-2024,33,City-Removal
City or town,5544950,FDEWVAR,SWO1,2023-2024,40,City-Removal
City or town,5544950,FDEWVAR,UNK4,2023-2024,16,City-Removal
City or town,5544950,FDEWVAR,ECO1,2023-2024,38,City-Removal
City or town,5544950,FDEWVAR,NOT3,2023-2024,35,City-Removal
City or town,5544950,FDEWVAR,MAL15,2023-2024,60,City-Removal
City or town,5544950,FDEWVAR,X5T3,2023-2024,4,City-Removal
City or town,5544950,FDEWVAR,X6T3,2023-2024,12,City-Removal
City or town,5544950,FDEWVAR,NOT4,2023-2024,73,City-Removal
City or town,5544950,FDEWVAR,W,2023-2024,53,City-Removal
City or town,5544950,FDEWVAR,ENG3,2023-2024,54,City-Removal
City or town,5544950,FDEWVAR,FEM3,2023-2024,8,City-Removal
City or town,5544950,FDEWVAR,X1S2,2023-2024,3,City-Removal
City or town,5544950,FDEWVAR,X2N2,2023-2024,2,City-Removal
City or town,5544950,FDEWVAR,X3R2,2023-2024,3,City-Removal
City or town,5544950,FDEWVAR,X4T2,2023-2024,1,City-Removal
City or town,5544950,FDEWVAR,KIN2,2023-2024,1,City-Removal
City or town,5544950,FDEWVAR,B,2023-2024,4,City-Removal
City or town,5544950,FDEWVAR,H,2023-2024,7,City-Removal
City or town,5544950,FDEWVAR,Q,2023-2024,7,City-Removal
City or town,5544950,FDEWVAR,EL1,2023-2024,3,City-Removal
City or town,5544950,FDEWVAR,UNK7,2023-2024,5,City-Removal
City or town,5544950,FDEWVAR,X1012,2023-2024,6,City-Removal
City or town,5544950,FDEWVAR,X113,2023-2024,6,City-Removal
City or town,5544950,FDEWVAR,X1210,2023-2024,1,City-Removal
City or town,5544950,FDEWVAR,X9T3,2023-2024,8,City-Removal
City or town,5544950,FDEWVAR,UNK5,2023-2024,2,City-Removal
City or town,5544950,FDEWVAR,X7T2,2023-2024,15,City-Removal
City or town,5544950,FDEWVAR,X8T2,2023-2024,11,City-Removal
City or town,5550825,FDEWVAR,,2023-2024,495,City-Removal
City or town,5550825,FDEWVAR,UNK2,2023-2024,495,City-Removal
City or town,5550825,FDEWVAR,SWD1,2023-2024,185,City-Removal
City or town,5550825,FDEWVAR,SWO1,2023-2024,310,City-Removal
City or town,5550825,FDEWVAR,EL1,2023-2024,28,City-Removal
City or town,5550825,FDEWVAR,ENG3,2023-2024,467,City-Removal
City or town,5550825,FDEWVAR,ECO1,2023-2024,418,City-Removal
City or town,5550825,FDEWVAR,NOT3,2023-2024,76,City-Removal
City or town,5550825,FDEWVAR,FEM3,2023-2024,189,City-Removal
City or town,5550825,FDEWVAR,MAL15,2023-2024,305,City-Removal
City or town,5550825,FDEWVAR,X1012,2023-2024,37,City-Removal
City or town,5550825,FDEWVAR,X113,2023-2024,21,City-Removal
City or town,5550825,FDEWVAR,X1210,2023-2024,7,City-Removal
City or town,5550825,FDEWVAR,X9T3,2023-2024,64,City-Removal
City or town,5550825,FDEWVAR,NOT4,2023-2024,495,City-Removal
City or town,5550825,FDEWVAR,B,2023-2024,94,City-Removal
City or town,5550825,FDEWVAR,H,2023-2024,82,City-Removal
City or town,5550825,FDEWVAR,Q,2023-2024,72,City-Removal
City or town,5550825,FDEWVAR,W,2023-2024,233,City-Removal
City or town,5550825,FDEWVAR,UNK5,2023-2024,12,City-Removal
City or town,5550825,FDEWVAR,X1S2,2023-2024,44,City-Removal
City or town,5550825,FDEWVAR,X2N2,2023-2024,35,City-Removal
City or town,5550825,FDEWVAR,X3R2,2023-2024,23,City-Removal
City or town,5550825,FDEWVAR,X4T2,2023-2024,34,City-Removal
City or town,5550825,FDEWVAR,X5T3,2023-2024,22,City-Removal
City or town,5550825,FDEWVAR,KIN2,2023-2024,17,City-Removal
City or town,5550825,FDEWVAR,UNK3,2023-2024,1,City-Removal
City or town,5550825,FDEWVAR,UNK7,2023-2024,1,City-Removal
City or town,5550825,FDEWVAR,X6T3,2023-2024,69,City-Removal
City or town,5550825,FDEWVAR,X7T2,2023-2024,54,City-Removal
City or town,5550825,FDEWVAR,X8T2,2023-2024,68,City-Removal
City or town,5550825,FDEWVAR,A,2023-2024,2,City-Removal
City or town,5555750,FDEWVAR,,2023-2024,524,City-Removal
City or town,5555750,FDEWVAR,UNK2,2023-2024,524,City-Removal
City or town,5555750,FDEWVAR,SWD1,2023-2024,238,City-Removal
City or town,5555750,FDEWVAR,SWO1,2023-2024,286,City-Removal
City or town,5555750,FDEWVAR,ENG3,2023-2024,491,City-Removal
City or town,5555750,FDEWVAR,ECO1,2023-2024,402,City-Removal
City or town,5555750,FDEWVAR,NOT3,2023-2024,122,City-Removal
City or town,5555750,FDEWVAR,MAL15,2023-2024,376,City-Removal
City or town,5555750,FDEWVAR,X1S2,2023-2024,17,City-Removal
City or town,5555750,FDEWVAR,X2N2,2023-2024,20,City-Removal
City or town,5555750,FDEWVAR,KIN2,2023-2024,18,City-Removal
City or town,5555750,FDEWVAR,NOT4,2023-2024,524,City-Removal
City or town,5555750,FDEWVAR,Q,2023-2024,74,City-Removal
City or town,5555750,FDEWVAR,W,2023-2024,314,City-Removal
City or town,5555750,FDEWVAR,EL1,2023-2024,27,City-Removal
City or town,5555750,FDEWVAR,FEM3,2023-2024,148,City-Removal
City or town,5555750,FDEWVAR,X3R2,2023-2024,12,City-Removal
City or town,5555750,FDEWVAR,X4T2,2023-2024,27,City-Removal
City or town,5555750,FDEWVAR,H,2023-2024,77,City-Removal
City or town,5555750,FDEWVAR,UNK5,2023-2024,8,City-Removal
City or town,5555750,FDEWVAR,UNK4,2023-2024,6,City-Removal
City or town,5555750,FDEWVAR,X1012,2023-2024,78,City-Removal
City or town,5555750,FDEWVAR,X113,2023-2024,45,City-Removal
City or town,5555750,FDEWVAR,X1210,2023-2024,16,City-Removal
City or town,5555750,FDEWVAR,X9T3,2023-2024,50,City-Removal
City or town,5555750,FDEWVAR,A,2023-2024,7,City-Removal
City or town,5555750,FDEWVAR,B,2023-2024,44,City-Removal
City or town,5555750,FDEWVAR,X5T3,2023-2024,49,City-Removal
City or town,5555750,FDEWVAR,X6T3,2023-2024,33,City-Removal
City or town,5555750,FDEWVAR,X7T2,2023-2024,83,City-Removal
City or town,5555750,FDEWVAR,X8T2,2023-2024,76,City-Removal
City or town,5556800,FDEWVAR,,2023-2024,15,City-Removal
City or town,5556800,FDEWVAR,UNK2,2023-2024,15,City-Removal
City or town,5556800,FDEWVAR,SWD1,2023-2024,5,City-Removal
City or town,5556800,FDEWVAR,SWO1,2023-2024,10,City-Removal
City or town,5556800,FDEWVAR,ENG3,2023-2024,13,City-Removal
City or town,5556800,FDEWVAR,ECO1,2023-2024,11,City-Removal
City or town,5556800,FDEWVAR,NOT3,2023-2024,4,City-Removal
City or town,5556800,FDEWVAR,MAL15,2023-2024,12,City-Removal
City or town,5556800,FDEWVAR,X8T2,2023-2024,2,City-Removal
City or town,5556800,FDEWVAR,NOT4,2023-2024,15,City-Removal
City or town,5556800,FDEWVAR,W,2023-2024,11,City-Removal
City or town,5556800,FDEWVAR,X2N2,2023-2024,1,City-Removal
City or town,5556800,FDEWVAR,X4T2,2023-2024,1,City-Removal
City or town,5556800,FDEWVAR,Q,2023-2024,1,City-Removal
City or town,5556800,FDEWVAR,EL1,2023-2024,2,City-Removal
City or town,5556800,FDEWVAR,FEM3,2023-2024,3,City-Removal
City or town,5556800,FDEWVAR,X1012,2023-2024,3,City-Removal
City or town,5556800,FDEWVAR,X113,2023-2024,3,City-Removal
City or town,5556800,FDEWVAR,X1210,2023-2024,1,City-Removal
City or town,5556800,FDEWVAR,X9T3,2023-2024,4,City-Removal
City or town,5556800,FDEWVAR,H,2023-2024,2,City-Removal
City or town,5556800,FDEWVAR,UNK5,2023-2024,1,City-Removal
City or town,5559875,FDEWVAR,,2023-2024,83,City-Removal
City or town,5559875,FDEWVAR,UNK2,2023-2024,83,City-Removal
City or town,5559875,FDEWVAR,SWD1,2023-2024,43,City-Removal
City or town,5559875,FDEWVAR,ENG3,2023-2024,11,City-Removal
City or town,5559875,FDEWVAR,ECO1,2023-2024,38,City-Removal
City or town,5559875,FDEWVAR,NOT3,2023-2024,45,City-Removal
City or town,5559875,FDEWVAR,FEM3,2023-2024,23,City-Removal
City or town,5559875,FDEWVAR,MAL15,2023-2024,60,City-Removal
City or town,5559875,FDEWVAR,X3R2,2023-2024,2,City-Removal
City or town,5559875,FDEWVAR,X5T3,2023-2024,9,City-Removal
City or town,5559875,FDEWVAR,NOT4,2023-2024,83,City-Removal
City or town,5559875,FDEWVAR,H,2023-2024,3,City-Removal
City or town,5559875,FDEWVAR,W,2023-2024,71,City-Removal
City or town,5559875,FDEWVAR,SWO1,2023-2024,40,City-Removal
City or town,5559875,FDEWVAR,UNK4,2023-2024,72,City-Removal
City or town,5559875,FDEWVAR,X1S2,2023-2024,12,City-Removal
City or town,5559875,FDEWVAR,KIN2,2023-2024,8,City-Removal
City or town,5559875,FDEWVAR,Q,2023-2024,3,City-Removal
City or town,5559875,FDEWVAR,UNK5,2023-2024,6,City-Removal
City or town,5559875,FDEWVAR,X1012,2023-2024,5,City-Removal
City or town,5559875,FDEWVAR,X113,2023-2024,5,City-Removal
City or town,5559875,FDEWVAR,X1210,2023-2024,10,City-Removal
City or town,5559875,FDEWVAR,X9T3,2023-2024,5,City-Removal
City or town,5559875,FDEWVAR,X6T3,2023-2024,10,City-Removal
City or town,5559875,FDEWVAR,X7T2,2023-2024,8,City-Removal
City or town,5559875,FDEWVAR,X8T2,2023-2024,9,City-Removal
City or town,5560500,FDEWVAR,,2023-2024,1246,City-Removal
City or town,5560500,FDEWVAR,UNK2,2023-2024,1246,City-Removal
City or town,5560500,FDEWVAR,SWD1,2023-2024,503,City-Removal
City or town,5560500,FDEWVAR,SWO1,2023-2024,743,City-Removal
City or town,5560500,FDEWVAR,ENG3,2023-2024,1183,City-Removal
City or town,5560500,FDEWVAR,ECO1,2023-2024,998,City-Removal
City or town,5560500,FDEWVAR,NOT3,2023-2024,248,City-Removal
City or town,5560500,FDEWVAR,FEM3,2023-2024,423,City-Removal
City or town,5560500,FDEWVAR,MAL15,2023-2024,684,City-Removal
City or town,5560500,FDEWVAR,X1S2,2023-2024,71,City-Removal
City or town,5560500,FDEWVAR,X2N2,2023-2024,62,City-Removal
City or town,5560500,FDEWVAR,X3R2,2023-2024,44,City-Removal
City or town,5560500,FDEWVAR,X4T2,2023-2024,65,City-Removal
City or town,5560500,FDEWVAR,X5T3,2023-2024,57,City-Removal
City or town,5560500,FDEWVAR,NOT4,2023-2024,1246,City-Removal
City or town,5560500,FDEWVAR,W,2023-2024,600,City-Removal
City or town,5560500,FDEWVAR,Q,2023-2024,203,City-Removal
City or town,5560500,FDEWVAR,UNK5,2023-2024,61,City-Removal
City or town,5560500,FDEWVAR,KIN2,2023-2024,42,City-Removal
City or town,5560500,FDEWVAR,B,2023-2024,255,City-Removal
City or town,5560500,FDEWVAR,H,2023-2024,112,City-Removal
City or town,5560500,FDEWVAR,EL1,2023-2024,26,City-Removal
City or town,5560500,FDEWVAR,X6T3,2023-2024,125,City-Removal
City or town,5560500,FDEWVAR,X7T2,2023-2024,158,City-Removal
City or town,5560500,FDEWVAR,X8T2,2023-2024,193,City-Removal
City or town,5560500,FDEWVAR,A,2023-2024,14,City-Removal
City or town,5560500,FDEWVAR,X1012,2023-2024,130,City-Removal
City or town,5560500,FDEWVAR,X113,2023-2024,97,City-Removal
City or town,5560500,FDEWVAR,X1210,2023-2024,63,City-Removal
City or town,5560500,FDEWVAR,X9T3,2023-2024,139,City-Removal
City or town,5560500,FDEWVAR,P,2023-2024,1,City-Removal
City or town,5560500,FDEWVAR,UNK7,2023-2024,139,City-Removal
City or town,5560500,FDEWVAR,UNK4,2023-2024,37,City-Removal
City or town,5572725,FDEWVAR,,2023-2024,113,City-Removal
City or town,5572725,FDEWVAR,UNK2,2023-2024,113,City-Removal
City or town,5572725,FDEWVAR,SWD1,2023-2024,56,City-Removal
City or town,5572725,FDEWVAR,SWO1,2023-2024,57,City-Removal
City or town,5572725,FDEWVAR,UNK4,2023-2024,113,City-Removal
City or town,5572725,FDEWVAR,ECO1,2023-2024,88,City-Removal
City or town,5572725,FDEWVAR,NOT3,2023-2024,25,City-Removal
City or town,5572725,FDEWVAR,FEM3,2023-2024,19,City-Removal
City or town,5572725,FDEWVAR,MAL15,2023-2024,94,City-Removal
City or town,5572725,FDEWVAR,X1012,2023-2024,15,City-Removal
City or town,5572725,FDEWVAR,X113,2023-2024,10,City-Removal
City or town,5572725,FDEWVAR,X1210,2023-2024,2,City-Removal
