layer,geoid,topic,stratification,period,value
Zip code,54944,FVDEYLCV,W,2025-2026,2097
Zip code,54944,FVDEYLCV,X1012,2025-2026,332
Zip code,54944,FVDEYLCV,X113,2025-2026,338
Zip code,54944,FVDEYLCV,X1210,2025-2026,320
Zip code,54944,FVDEYLCV,X1S2,2025-2026,76
Zip code,54944,FVDEYLCV,X2N2,2025-2026,74
Zip code,54944,FVDEYLCV,X3R2,2025-2026,84
Zip code,54944,FVDEYLCV,X4T2,2025-2026,94
Zip code,54944,FVDEYLCV,X5T3,2025-2026,118
Zip code,54944,FVDEYLCV,X6T3,2025-2026,125
Zip code,54944,FVDEYLCV,X7T2,2025-2026,115
Zip code,54944,FVDEYLCV,X8T2,2025-2026,137
Zip code,54944,FVDEYLCV,X9T3,2025-2026,393
Zip code,54952,FVDEYLCV,,2025-2026,2596
Zip code,54952,FVDEYLCV,A,2025-2026,152
Zip code,54952,FVDEYLCV,B,2025-2026,209
Zip code,54952,FVDEYLCV,ECO1,2025-2026,1366
Zip code,54952,FVDEYLCV,EL1,2025-2026,371
Zip code,54952,FVDEYLCV,ENG3,2025-2026,2225
Zip code,54952,FVDEYLCV,Error,2025-2026,5192
Zip code,54952,FVDEYLCV,FEM3,2025-2026,1280
Zip code,54952,FVDEYLCV,H,2025-2026,608
Zip code,54952,FVDEYLCV,K41,2025-2026,151
Zip code,54952,FVDEYLCV,KIN2,2025-2026,197
Zip code,54952,FVDEYLCV,MAL15,2025-2026,1316
Zip code,54952,FVDEYLCV,NOT3,2025-2026,1230
Zip code,54952,FVDEYLCV,P,2025-2026,20
Zip code,54952,FVDEYLCV,P1,2025-2026,1
Zip code,54952,FVDEYLCV,Q,2025-2026,209
Zip code,54952,FVDEYLCV,SWD1,2025-2026,502
Zip code,54952,FVDEYLCV,SWO1,2025-2026,2094
Zip code,54952,FVDEYLCV,W,2025-2026,1397
Zip code,54952,FVDEYLCV,X1012,2025-2026,216
Zip code,54952,FVDEYLCV,X113,2025-2026,263
Zip code,54952,FVDEYLCV,X1210,2025-2026,236
Zip code,54952,FVDEYLCV,X1S2,2025-2026,192
Zip code,54952,FVDEYLCV,X2N2,2025-2026,201
Zip code,54952,FVDEYLCV,X3R2,2025-2026,201
Zip code,54952,FVDEYLCV,X4T2,2025-2026,213
Zip code,54952,FVDEYLCV,X5T3,2025-2026,16
Zip code,54952,FVDEYLCV,X6T3,2025-2026,15
Zip code,54952,FVDEYLCV,X7T2,2025-2026,241
Zip code,54952,FVDEYLCV,X8T2,2025-2026,230
Zip code,54952,FVDEYLCV,X9T3,2025-2026,224
Zip code,54956,FVDEYLCV,,2025-2026,6472
Zip code,54956,FVDEYLCV,A,2025-2026,274
Zip code,54956,FVDEYLCV,B,2025-2026,206
Zip code,54956,FVDEYLCV,ECO1,2025-2026,1841
Zip code,54956,FVDEYLCV,EL1,2025-2026,239
Zip code,54956,FVDEYLCV,ENG3,2025-2026,6233
Zip code,54956,FVDEYLCV,Error,2025-2026,12923
Zip code,54956,FVDEYLCV,FEM3,2025-2026,3050
Zip code,54956,FVDEYLCV,H,2025-2026,478
Zip code,54956,FVDEYLCV,K41,2025-2026,280
Zip code,54956,FVDEYLCV,KIN2,2025-2026,389
Zip code,54956,FVDEYLCV,MAL15,2025-2026,3401
Zip code,54956,FVDEYLCV,NOT3,2025-2026,4610
Zip code,54956,FVDEYLCV,P,2025-2026,28
Zip code,54956,FVDEYLCV,P1,2025-2026,17
Zip code,54956,FVDEYLCV,PK1,2025-2026,35
Zip code,54956,FVDEYLCV,Q,2025-2026,363
Zip code,54956,FVDEYLCV,SWD1,2025-2026,1108
Zip code,54956,FVDEYLCV,SWO1,2025-2026,5343
Zip code,54956,FVDEYLCV,UNK3,2025-2026,21
Zip code,54956,FVDEYLCV,UNK6,2025-2026,21
Zip code,54956,FVDEYLCV,UNK7,2025-2026,21
Zip code,54956,FVDEYLCV,W,2025-2026,5106
Zip code,54956,FVDEYLCV,X1012,2025-2026,519
Zip code,54956,FVDEYLCV,X113,2025-2026,509
Zip code,54956,FVDEYLCV,X1210,2025-2026,479
Zip code,54956,FVDEYLCV,X1S2,2025-2026,394
Zip code,54956,FVDEYLCV,X2N2,2025-2026,469
Zip code,54956,FVDEYLCV,X3R2,2025-2026,438
Zip code,54956,FVDEYLCV,X4T2,2025-2026,509
Zip code,54956,FVDEYLCV,X5T3,2025-2026,476
Zip code,54956,FVDEYLCV,X6T3,2025-2026,465
Zip code,54956,FVDEYLCV,X7T2,2025-2026,486
Zip code,54956,FVDEYLCV,X8T2,2025-2026,510
Zip code,54956,FVDEYLCV,X9T3,2025-2026,514
Zip code,54961,FVDEYLCV,,2025-2026,106
Zip code,54961,FVDEYLCV,A,2025-2026,1
Zip code,54961,FVDEYLCV,ECO1,2025-2026,50
Zip code,54961,FVDEYLCV,ENG3,2025-2026,106
Zip code,54961,FVDEYLCV,Error,2025-2026,212
Zip code,54961,FVDEYLCV,FEM3,2025-2026,46
Zip code,54961,FVDEYLCV,H,2025-2026,7
Zip code,54961,FVDEYLCV,K41,2025-2026,7
Zip code,54961,FVDEYLCV,KIN2,2025-2026,24
Zip code,54961,FVDEYLCV,MAL15,2025-2026,60
Zip code,54961,FVDEYLCV,NOT3,2025-2026,56
Zip code,54961,FVDEYLCV,P,2025-2026,1
Zip code,54961,FVDEYLCV,Q,2025-2026,6
Zip code,54961,FVDEYLCV,SWD1,2025-2026,26
Zip code,54961,FVDEYLCV,SWO1,2025-2026,80
Zip code,54961,FVDEYLCV,W,2025-2026,91
Zip code,54961,FVDEYLCV,X1S2,2025-2026,18
Zip code,54961,FVDEYLCV,X2N2,2025-2026,15
Zip code,54961,FVDEYLCV,X3R2,2025-2026,21
Zip code,54961,FVDEYLCV,X4T2,2025-2026,21
Zip code,54963,FVDEYLCV,,2025-2026,1044
Zip code,54963,FVDEYLCV,A,2025-2026,8
Zip code,54963,FVDEYLCV,B,2025-2026,10
Zip code,54963,FVDEYLCV,ECO1,2025-2026,295
Zip code,54963,FVDEYLCV,EL1,2025-2026,15
Zip code,54963,FVDEYLCV,ENG3,2025-2026,1029
Zip code,54963,FVDEYLCV,Error,2025-2026,2088
Zip code,54963,FVDEYLCV,FEM3,2025-2026,510
Zip code,54963,FVDEYLCV,H,2025-2026,80
Zip code,54963,FVDEYLCV,K41,2025-2026,69
Zip code,54963,FVDEYLCV,KIN2,2025-2026,75
Zip code,54963,FVDEYLCV,MAL15,2025-2026,534
Zip code,54963,FVDEYLCV,NOT3,2025-2026,749
Zip code,54963,FVDEYLCV,P,2025-2026,3
Zip code,54963,FVDEYLCV,PK1,2025-2026,5
Zip code,54963,FVDEYLCV,Q,2025-2026,45
Zip code,54963,FVDEYLCV,SWD1,2025-2026,171
Zip code,54963,FVDEYLCV,SWO1,2025-2026,873
Zip code,54963,FVDEYLCV,W,2025-2026,898
Zip code,54963,FVDEYLCV,X1012,2025-2026,73
Zip code,54963,FVDEYLCV,X113,2025-2026,85
Zip code,54963,FVDEYLCV,X1210,2025-2026,83
Zip code,54963,FVDEYLCV,X1S2,2025-2026,72
Zip code,54963,FVDEYLCV,X2N2,2025-2026,79
Zip code,54963,FVDEYLCV,X3R2,2025-2026,70
Zip code,54963,FVDEYLCV,X4T2,2025-2026,74
Zip code,54963,FVDEYLCV,X5T3,2025-2026,70
Zip code,54963,FVDEYLCV,X6T3,2025-2026,79
Zip code,54963,FVDEYLCV,X7T2,2025-2026,65
Zip code,54963,FVDEYLCV,X8T2,2025-2026,62
Zip code,54963,FVDEYLCV,X9T3,2025-2026,83
Zip code,54986,FVDEYLCV,,2025-2026,1739
Zip code,54986,FVDEYLCV,A,2025-2026,12
Zip code,54986,FVDEYLCV,B,2025-2026,10
Zip code,54986,FVDEYLCV,ECO1,2025-2026,349
Zip code,54986,FVDEYLCV,EL1,2025-2026,4
Zip code,54986,FVDEYLCV,ENG3,2025-2026,1735
Zip code,54986,FVDEYLCV,Error,2025-2026,3476
Zip code,54986,FVDEYLCV,FEM3,2025-2026,864
Zip code,54986,FVDEYLCV,H,2025-2026,32
Zip code,54986,FVDEYLCV,K41,2025-2026,97
Zip code,54986,FVDEYLCV,KIN2,2025-2026,98
Zip code,54986,FVDEYLCV,MAL15,2025-2026,863
Zip code,54986,FVDEYLCV,NOT3,2025-2026,1389
Zip code,54986,FVDEYLCV,P,2025-2026,5
Zip code,54986,FVDEYLCV,P1,2025-2026,1
Zip code,54986,FVDEYLCV,PK1,2025-2026,8
Zip code,54986,FVDEYLCV,Q,2025-2026,39
Zip code,54986,FVDEYLCV,SWD1,2025-2026,182
Zip code,54986,FVDEYLCV,SWO1,2025-2026,1556
Zip code,54986,FVDEYLCV,UNK3,2025-2026,1
Zip code,54986,FVDEYLCV,UNK6,2025-2026,1
Zip code,54986,FVDEYLCV,UNK7,2025-2026,12
Zip code,54986,FVDEYLCV,W,2025-2026,1640
Zip code,54986,FVDEYLCV,X1012,2025-2026,134
Zip code,54986,FVDEYLCV,X113,2025-2026,97
Zip code,54986,FVDEYLCV,X1210,2025-2026,147
Zip code,54986,FVDEYLCV,X1S2,2025-2026,117
Zip code,54986,FVDEYLCV,X2N2,2025-2026,116
Zip code,54986,FVDEYLCV,X3R2,2025-2026,131
Zip code,54986,FVDEYLCV,X4T2,2025-2026,122
Zip code,54986,FVDEYLCV,X5T3,2025-2026,142
Zip code,54986,FVDEYLCV,X6T3,2025-2026,120
Zip code,54986,FVDEYLCV,X7T2,2025-2026,136
Zip code,54986,FVDEYLCV,X8T2,2025-2026,143
Zip code,54986,FVDEYLCV,X9T3,2025-2026,131
